occupation,industry,year,employment
"Cleaners, Labourers & Related Workers",Financial & Insurance Services,2003,0
"Cleaners, Labourers & Related Workers",Real Estate Services,2003,0
"Cleaners, Labourers & Related Workers",Professional Services,2003,0
"Cleaners, Labourers & Related Workers",Administrative & Support Services,2003,0
"Cleaners, Labourers & Related Workers",Public Administration & Education Services,2003,68.3
"Cleaners, Labourers & Related Workers",Health & Social Services,2003,0.1
"Cleaners, Labourers & Related Workers","Arts, Entertainment & Recreation",2003,0.1
"Cleaners, Labourers & Related Workers","Other Community, Social & Personal Services",2003,0.1
"Cleaners, Labourers & Related Workers",Other Industries Nes,2003,1.1
"All Occupation Groups, (Total Employed Residents)",All Industries,2002,1573.7
"All Occupation Groups, (Total Employed Residents)",Manufacturing,2002,298.3
"All Occupation Groups, (Total Employed Residents)",Construction,2002,96.5
"All Occupation Groups, (Total Employed Residents)",Services,2002,1159.6
"All Occupation Groups, (Total Employed Residents)",Wholesale & Retail Trade,2002,256.4
"All Occupation Groups, (Total Employed Residents)",Transportation & Storage,2002,165.6
"All Occupation Groups, (Total Employed Residents)",Accommodation & Food Services,2002,103.5
"All Occupation Groups, (Total Employed Residents)",Information & Communications,2002,65.4
"All Occupation Groups, (Total Employed Residents)",Financial & Insurance Services,2002,90.8
"All Occupation Groups, (Total Employed Residents)",Real Estate Services,2002,34.3
"All Occupation Groups, (Total Employed Residents)",Professional Services,2002,61.7
"All Occupation Groups, (Total Employed Residents)",Administrative & Support Services,2002,62.1
"All Occupation Groups, (Total Employed Residents)",Public Administration & Education Services,2002,199
"All Occupation Groups, (Total Employed Residents)",Health & Social Services,2002,53.1
"All Occupation Groups, (Total Employed Residents)","Arts, Entertainment & Recreation",2002,15.3
"All Occupation Groups, (Total Employed Residents)","Other Community, Social & Personal Services",2002,52.5
"All Occupation Groups, (Total Employed Residents)",Other Industries Nes,2002,19.2
Managers & Administrators (Including Working Proprietors),All Industries,2002,233.3
Managers & Administrators (Including Working Proprietors),Manufacturing,2002,44.1
Managers & Administrators (Including Working Proprietors),Construction,2002,23.2
Managers & Administrators (Including Working Proprietors),Services,2002,164.1
Managers & Administrators (Including Working Proprietors),Wholesale & Retail Trade,2002,67.8
Managers & Administrators (Including Working Proprietors),Transportation & Storage,2002,15.3
Managers & Administrators (Including Working Proprietors),Accommodation & Food Services,2002,8.3
Managers & Administrators (Including Working Proprietors),Information & Communications,2002,16.1
Managers & Administrators (Including Working Proprietors),Financial & Insurance Services,2002,16.7
Managers & Administrators (Including Working Proprietors),Real Estate Services,2002,4.2
Managers & Administrators (Including Working Proprietors),Professional Services,2002,9.4
Managers & Administrators (Including Working Proprietors),Administrative & Support Services,2002,8.8
Managers & Administrators (Including Working Proprietors),Public Administration & Education Services,2002,7.5
Managers & Administrators (Including Working Proprietors),Health & Social Services,2002,2.5
Managers & Administrators (Including Working Proprietors),"Arts, Entertainment & Recreation",2002,1.3
Managers & Administrators (Including Working Proprietors),"Other Community, Social & Personal Services",2002,6.2
Managers & Administrators (Including Working Proprietors),Other Industries Nes,2002,1.9
Professionals,All Industries,2002,236.3
Professionals,Manufacturing,2002,46.3
Professionals,Construction,2002,8.7
Professionals,Services,2002,179.1
Professionals,Wholesale & Retail Trade,2002,16.5
Professionals,Transportation & Storage,2002,8.7
Professionals,Accommodation & Food Services,2002,0.9
Professionals,Information & Communications,2002,26.3
Professionals,Financial & Insurance Services,2002,21.1
Professionals,Real Estate Services,2002,2.5
Professionals,Professional Services,2002,24.8
Professionals,Administrative & Support Services,2002,4.7
Professionals,Public Administration & Education Services,2002,47.9
Professionals,Health & Social Services,2002,21
Professionals,"Arts, Entertainment & Recreation",2002,0.9
Professionals,"Other Community, Social & Personal Services",2002,3.8
Professionals,Other Industries Nes,2002,2.1
Associate Professionals & Technicians,All Industries,2002,234.4
Associate Professionals & Technicians,Manufacturing,2002,49.2
Associate Professionals & Technicians,Construction,2002,7.9
Associate Professionals & Technicians,Services,2002,172.1
Associate Professionals & Technicians,Wholesale & Retail Trade,2002,19.2
Associate Professionals & Technicians,Transportation & Storage,2002,20.6
Associate Professionals & Technicians,Accommodation & Food Services,2002,2
Associate Professionals & Technicians,Information & Communications,2002,10.4
Associate Professionals & Technicians,Financial & Insurance Services,2002,24.5
Associate Professionals & Technicians,Real Estate Services,2002,15.9
Associate Professionals & Technicians,Professional Services,2002,10.5
Associate Professionals & Technicians,Administrative & Support Services,2002,6.7
Associate Professionals & Technicians,Public Administration & Education Services,2002,45
Associate Professionals & Technicians,Health & Social Services,2002,9.9
Associate Professionals & Technicians,"Arts, Entertainment & Recreation",2002,2.9
Associate Professionals & Technicians,"Other Community, Social & Personal Services",2002,4.7
Associate Professionals & Technicians,Other Industries Nes,2002,5.3
Clerical Support Workers,All Industries,2002,217.8
Clerical Support Workers,Manufacturing,2002,33.8
Clerical Support Workers,Construction,2002,9
Clerical Support Workers,Services,2002,173.1
Clerical Support Workers,Wholesale & Retail Trade,2002,37.3
Clerical Support Workers,Transportation & Storage,2002,29.8
Clerical Support Workers,Accommodation & Food Services,2002,5.1
Clerical Support Workers,Information & Communications,2002,8.5
Clerical Support Workers,Financial & Insurance Services,2002,25.7
Clerical Support Workers,Real Estate Services,2002,5.9
Clerical Support Workers,Professional Services,2002,14.7
Clerical Support Workers,Administrative & Support Services,2002,6.6
Clerical Support Workers,Public Administration & Education Services,2002,19
Clerical Support Workers,Health & Social Services,2002,11.2
Clerical Support Workers,"Arts, Entertainment & Recreation",2002,3.2
Clerical Support Workers,"Other Community, Social & Personal Services",2002,6
Clerical Support Workers,Other Industries Nes,2002,1.9
Service & Sales Workers,All Industries,2002,198.8
Service & Sales Workers,Manufacturing,2002,3.2
Service & Sales Workers,Construction,2002,0.3
Service & Sales Workers,Services,2002,195
Service & Sales Workers,Wholesale & Retail Trade,2002,84.7
Service & Sales Workers,Transportation & Storage,2002,11.3
Service & Sales Workers,Accommodation & Food Services,2002,48.1
Service & Sales Workers,Information & Communications,2002,1.7
Service & Sales Workers,Financial & Insurance Services,2002,0.6
Service & Sales Workers,Real Estate Services,2002,1.6
Service & Sales Workers,Professional Services,2002,0.3
Service & Sales Workers,Administrative & Support Services,2002,12.6
Service & Sales Workers,Public Administration & Education Services,2002,12.3
Service & Sales Workers,Health & Social Services,2002,3.4
Service & Sales Workers,"Arts, Entertainment & Recreation",2002,3.5
Service & Sales Workers,"Other Community, Social & Personal Services",2002,14.9
Service & Sales Workers,Other Industries Nes,2002,0.3
Craftsmen & Related Trades Workers,All Industries,2002,105.1
Craftsmen & Related Trades Workers,Manufacturing,2002,41.5
Craftsmen & Related Trades Workers,Construction,2002,33.5
Craftsmen & Related Trades Workers,Services,2002,28.2
Craftsmen & Related Trades Workers,Wholesale & Retail Trade,2002,6.7
Craftsmen & Related Trades Workers,Transportation & Storage,2002,3.1
Craftsmen & Related Trades Workers,Accommodation & Food Services,2002,1.2
Craftsmen & Related Trades Workers,Information & Communications,2002,1.5
Craftsmen & Related Trades Workers,Financial & Insurance Services,2002,0.3
Craftsmen & Related Trades Workers,Real Estate Services,2002,1.3
Craftsmen & Related Trades Workers,Professional Services,2002,0.5
Craftsmen & Related Trades Workers,Administrative & Support Services,2002,1.5
Craftsmen & Related Trades Workers,Public Administration & Education Services,2002,0.9
Craftsmen & Related Trades Workers,Health & Social Services,2002,0.3
Craftsmen & Related Trades Workers,"Arts, Entertainment & Recreation",2002,0.3
Craftsmen & Related Trades Workers,"Other Community, Social & Personal Services",2002,10.5
Craftsmen & Related Trades Workers,Other Industries Nes,2002,1.8
Plant & Machine Operators & Assemblers,All Industries,2002,171.2
Plant & Machine Operators & Assemblers,Manufacturing,2002,70.2
Plant & Machine Operators & Assemblers,Construction,2002,7.1
Plant & Machine Operators & Assemblers,Services,2002,92.4
Plant & Machine Operators & Assemblers,Wholesale & Retail Trade,2002,15.9
Plant & Machine Operators & Assemblers,Transportation & Storage,2002,66.8
Plant & Machine Operators & Assemblers,Accommodation & Food Services,2002,1.4
Plant & Machine Operators & Assemblers,Information & Communications,2002,0.6
Plant & Machine Operators & Assemblers,Financial & Insurance Services,2002,0.8
Plant & Machine Operators & Assemblers,Real Estate Services,2002,0.3
Plant & Machine Operators & Assemblers,Professional Services,2002,0.6
Plant & Machine Operators & Assemblers,Administrative & Support Services,2002,2.2
Plant & Machine Operators & Assemblers,Public Administration & Education Services,2002,0.5
Plant & Machine Operators & Assemblers,Health & Social Services,2002,0.7
Plant & Machine Operators & Assemblers,"Arts, Entertainment & Recreation",2002,0.3
Plant & Machine Operators & Assemblers,"Other Community, Social & Personal Services",2002,2.4
Plant & Machine Operators & Assemblers,Other Industries Nes,2002,1.4
"Cleaners, Labourers & Related Workers",All Industries,2002,114.8
"Cleaners, Labourers & Related Workers",Manufacturing,2002,9.8
"Cleaners, Labourers & Related Workers",Construction,2002,6.7
"Cleaners, Labourers & Related Workers",Services,2002,94.8
"Cleaners, Labourers & Related Workers",Wholesale & Retail Trade,2002,8.4
"Cleaners, Labourers & Related Workers",Transportation & Storage,2002,10
"Cleaners, Labourers & Related Workers",Accommodation & Food Services,2002,36.5
"Cleaners, Labourers & Related Workers",Information & Communications,2002,0.3
"Cleaners, Labourers & Related Workers",Financial & Insurance Services,2002,1.1
"Cleaners, Labourers & Related Workers",Real Estate Services,2002,2.7
"Cleaners, Labourers & Related Workers",Professional Services,2002,0.9
"Cleaners, Labourers & Related Workers",Administrative & Support Services,2002,19
"Cleaners, Labourers & Related Workers",Public Administration & Education Services,2002,5.5
"Cleaners, Labourers & Related Workers",Health & Social Services,2002,3.9
"Cleaners, Labourers & Related Workers","Arts, Entertainment & Recreation",2002,2.6
"Cleaners, Labourers & Related Workers","Other Community, Social & Personal Services",2002,4
"Cleaners, Labourers & Related Workers",Other Industries Nes,2002,3.5
"Cleaners, Labourers & Related Workers",Other Occupation Groups Nes,2002,61.9
